Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,database_cross_reference,definition,has_alternative_id,has_exact_synonym,has_obo_format_version,has_obo_namespace,has_related_synonym,http://data.bioontology.org/metadata/obo/part_of,http://data.bioontology.org/metadata/treeView,http://purl.obolibrary.org/obo/IAO_0000231,http://purl.obolibrary.org/obo/IAO_0100001,http://www.geneontology.org/formats/oboInOwl#auto-generated-by,http://www.geneontology.org/formats/oboInOwl#created_by,http://www.geneontology.org/formats/oboInOwl#creation_date,http://www.geneontology.org/formats/oboInOwl#date,http://www.geneontology.org/formats/oboInOwl#default-namespace,http://www.geneontology.org/formats/oboInOwl#id,http://www.geneontology.org/formats/oboInOwl#saved-by,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2002/07/owl#deprecated,http://www.w3.org/2004/02/skos/core#notation,part_of
http://purl.obolibrary.org/obo/PW_0002420,altered phosphatidylinositol metabolic pathway,,,false,,,http://purl.obolibrary.org/obo/PW_0002419|http://purl.obolibrary.org/obo/PW_0002417,,,,,,pathway,,,http://purl.obolibrary.org/obo/PW_0002419|http://purl.obolibrary.org/obo/PW_0002417,,,,VPetri,2016-01-13T15:24:14Z,,,PW:0002420,,,altered phosphatidylinositol metabolic pathway,,PW:0002420,
http://purl.obolibrary.org/obo/PW_0002329,heparin pharmacodynamics pathway,SMP:00274,The pathway of heparin-target interaction and of the biochemical or physiological responses to drug. Heparin is a naturally occurring anticoagulant that binds to and activates the thrombin inhibitor antithrombin III (AT). Genetic variations can cause differences in the response of the organism to the drug.,false,,,http://purl.obolibrary.org/obo/PW_0002327,,The pathway of heparin-target interaction and of the biochemical or physiological responses to drug. Heparin is a naturally occurring anticoagulant that binds to and activates the thrombin inhibitor antithrombin III (AT). Genetic variations can cause differences in the response of the organism to the drug.,,,,pathway,SMP:00274,,http://purl.obolibrary.org/obo/PW_0002327,,,,VPetri,2015-12-07T09:56:34Z,,,PW:0002329,,,heparin pharmacodynamics pathway,,PW:0002329,
http://purl.obolibrary.org/obo/PW_0000239,type 1 diabetes mellitus pathway,insulin-dependent diabetes mellitus pathway|IDDM pathway|KEGG:04940|type I diabetes mellitus pathway,Diabetes mellitus is characterized by abnormally high levels of glucose in the blood. Hereditary and environmental factors are likely contributors but the exact mechanisms are not well understood. The type 1 diabetes mellitus pathway involves alterations in immune response pathways resulting in destruction of the insulin-producing beta cells.,false,,,http://purl.obolibrary.org/obo/PW_0000176|http://purl.obolibrary.org/obo/PW_0001018,,Diabetes mellitus is characterized by abnormally high levels of glucose in the blood. Hereditary and environmental factors are likely contributors but the exact mechanisms are not well understood. The type 1 diabetes mellitus pathway involves alterations in immune response pathways resulting in destruction of the insulin-producing beta cells.,,insulin-dependent diabetes mellitus pathway|IDDM pathway,,pathway,KEGG:04940|type I diabetes mellitus pathway,,http://purl.obolibrary.org/obo/PW_0000176|http://purl.obolibrary.org/obo/PW_0001018,,,,,,,,PW:0000239,,,type 1 diabetes mellitus pathway,,PW:0000239,
http://purl.obolibrary.org/obo/PW_0002160,betaxolol drug pathway,,"The pharmacokinetics and pharmacodynamics pathway of betaxolol, a selective beta adrenergic type 1 receptor antagonist used in the treatment of hypertension and glaucoma. Genetic variations can result in changes in drug availability and can cause differences in the response of the organism to the drug.",false,,,http://purl.obolibrary.org/obo/PW_0002159|http://purl.obolibrary.org/obo/PW_0001737,,"The pharmacokinetics and pharmacodynamics pathway of betaxolol, a selective beta adrenergic type 1 receptor antagonist used in the treatment of hypertension and glaucoma. Genetic variations can result in changes in drug availability and can cause differences in the response of the organism to the drug.",,,,pathway,,,http://purl.obolibrary.org/obo/PW_0002159|http://purl.obolibrary.org/obo/PW_0001737,,,,VPetri,2015-11-02T15:58:15Z,,,PW:0002160,,,betaxolol drug pathway,,PW:0002160,
http://purl.obolibrary.org/obo/PW_0001165,lipid neurotransmitter metabolic pathway,,,false,,,http://purl.obolibrary.org/obo/PW_0000407,,,,,,pathway,,,http://purl.obolibrary.org/obo/PW_0000407,,,,VPetri,2012-11-13T09:46:51Z,,,PW:0001165,,,lipid neurotransmitter metabolic pathway,,PW:0001165,
http://purl.obolibrary.org/obo/PW_0000378,oxidative stress response pathway,,Oxidative stress occurs when the redox balance between pro- and anti-oxidants is upset due to an increase in endogenous or exogenous pro-oxidant stimuli. The response triggers the upregulation of antioxidant and detoxification systems. Oxidants can also act as second messengers to trigger a variety of cellular signaling pathways.,false,,,http://purl.obolibrary.org/obo/PW_0000237,,Oxidative stress occurs when the redox balance between pro- and anti-oxidants is upset due to an increase in endogenous or exogenous pro-oxidant stimuli. The response triggers the upregulation of antioxidant and detoxification systems. Oxidants can also act as second messengers to trigger a variety of cellular signaling pathways.,,,,pathway,,,http://purl.obolibrary.org/obo/PW_0000237,,,,,,,,PW:0000378,,,oxidative stress response pathway,,PW:0000378,
http://purl.obolibrary.org/obo/PW_0000020,cardiovascular system disease pathway,,Cardiovascular diseases represent a very broad spectrum of conditions that can also combine with diabetes and renal failure.,false,,,http://purl.obolibrary.org/obo/PW_0000013,,Cardiovascular diseases represent a very broad spectrum of conditions that can also combine with diabetes and renal failure.,,,,pathway,,,http://purl.obolibrary.org/obo/PW_0000013,,,,,,,,PW:0000020,,,cardiovascular system disease pathway,,PW:0000020,
http://purl.obolibrary.org/obo/PW_0000815,C-type lectin receptor signaling pathway,,C-type lectin receptors represent one of four classes of pattern recognition receptors. The intracellular signaling cascades they set in motion lead to the expression of inflammatory mediators.,false,,,http://purl.obolibrary.org/obo/PW_0000925,,C-type lectin receptors represent one of four classes of pattern recognition receptors. The intracellular signaling cascades they set in motion lead to the expression of inflammatory mediators.,,,,pathway,,,http://purl.obolibrary.org/obo/PW_0000925,,,,VPetri,2010-10-27T11:38:01Z,,,PW:0000815,,,C-type lectin receptor signaling pathway,,PW:0000815,
http://purl.obolibrary.org/obo/PW_0002091,galactosemias pathway,galactosemias disease pathway,A group of inherited enzyme deficiencies that affect galactose metabolism and manifest as elevated galactose levels in the blood.,false,,,http://purl.obolibrary.org/obo/PW_0001644|http://purl.obolibrary.org/obo/PW_0001646,,A group of inherited enzyme deficiencies that affect galactose metabolism and manifest as elevated galactose levels in the blood.,,galactosemias disease pathway,,pathway,,,http://purl.obolibrary.org/obo/PW_0001644|http://purl.obolibrary.org/obo/PW_0001646,,,,VPetri,2015-10-21T10:18:44Z,,,PW:0002091,,,galactosemias pathway,,PW:0002091,
http://purl.obolibrary.org/obo/PW_0001741,timolol pharmacodynamics pathway,SMP:00659,The pathway of timolol-target interaction and of the biochemical or physiological responses to drug. The drug is non-selective blocker of adrenergic receptor beta 1. Genetic variations can cause differences in the response of the organism to the drug.,false,,,http://purl.obolibrary.org/obo/PW_0001739,,The pathway of timolol-target interaction and of the biochemical or physiological responses to drug. The drug is non-selective blocker of adrenergic receptor beta 1. Genetic variations can cause differences in the response of the organism to the drug.,,,,pathway,SMP:00659,,http://purl.obolibrary.org/obo/PW_0001739,,,,vpetri,2015-06-12T10:09:57Z,,,PW:0001741,,,timolol pharmacodynamics pathway,,PW:0001741,
http://purl.obolibrary.org/obo/Reactome_R-HSA-193048,Reactome_R-HSA-193048,,,true,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000227,http://purl.obolibrary.org/obo/PW_0000770,,,,,,,,,,true,Reactome:R-HSA-193048,
http://purl.obolibrary.org/obo/Reactome_R-HSA-2408522,Reactome_R-HSA-2408522,,,true,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000227,http://purl.obolibrary.org/obo/PW_0000133,,,,,,,,,,true,Reactome:R-HSA-2408522,
http://purl.obolibrary.org/obo/PW_0000402,altered metabolic pathway of other amino acids,,"Those metabolic pathways of amino acids other than the common amino acids that deviate from what their normal course should be. Aberrant metabolic pathways of other amino acids, alone or in combination with other pathways, underlie various diseases.",false,,,http://purl.obolibrary.org/obo/PW_0000262|http://purl.obolibrary.org/obo/PW_0000132,,"Those metabolic pathways of amino acids other than the common amino acids that deviate from what their normal course should be. Aberrant metabolic pathways of other amino acids, alone or in combination with other pathways, underlie various diseases.",,,,pathway,,,http://purl.obolibrary.org/obo/PW_0000262|http://purl.obolibrary.org/obo/PW_0000132,,,,,,,,PW:0000402,,,altered metabolic pathway of other amino acids,,PW:0000402,
http://purl.obolibrary.org/obo/Reactome_R-HSA-5683057,Reactome_R-HSA-5683057,,,true,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000227,http://purl.obolibrary.org/obo/PW_0000007,,,,,,,,,,true,Reactome:R-HSA-5683057,
http://purl.obolibrary.org/obo/PW_0002473,venlafaxine drug pathway,,"The pharmacokinetics and pharmacodynamics pathway of venlafaxine, a drug used in the treatment of major depressive, anxiety and panic disorders. The drug inhibits the reuptake of key neurotransmitters such as serotonin, epinephrine and dopamine. Genetic variations can result in changes in drug availability and can cause differences in the response of the organism to the drug.",false,,,http://purl.obolibrary.org/obo/PW_0002472,,"The pharmacokinetics and pharmacodynamics pathway of venlafaxine, a drug used in the treatment of major depressive, anxiety and panic disorders. The drug inhibits the reuptake of key neurotransmitters such as serotonin, epinephrine and dopamine. Genetic variations can result in changes in drug availability and can cause differences in the response of the organism to the drug.",,,,pathway,,,http://purl.obolibrary.org/obo/PW_0002472,,,,VPetri,2016-02-02T11:58:15Z,,,PW:0002473,,,venlafaxine drug pathway,,PW:0002473,
http://purl.obolibrary.org/obo/PW_0000561,sodium-glucose cotransporter mediated glucose transport pathway,SGLT mediated glucose transport pathway,"The sodium-glucose or the sodium-dependent glucose cotransporters are characterized by the presence of 14 transmembrane alpha-helices. The N- and C-termini are responsible for permeating sodium and sugar, respectively.",false,,,http://purl.obolibrary.org/obo/PW_0000554,,"The sodium-glucose or the sodium-dependent glucose cotransporters are characterized by the presence of 14 transmembrane alpha-helices. The N- and C-termini are responsible for permeating sodium and sugar, respectively.",,,,pathway,SGLT mediated glucose transport pathway,,http://purl.obolibrary.org/obo/PW_0000554,,,,,,,,PW:0000561,,,sodium-glucose cotransporter mediated glucose transport pathway,,PW:0000561,
http://purl.obolibrary.org/obo/PW_0000979,chemokine (C-X-C motif) ligand 4 signaling pathway,Cxcl4 signaling pathway,Chemokine (C-X-C) ligand 4 signaling engages receptor 3 to promote angiostatic effects.,false,,,http://purl.obolibrary.org/obo/PW_0000972,,Chemokine (C-X-C) ligand 4 signaling engages receptor 3 to promote angiostatic effects.,,Cxcl4 signaling pathway,,pathway,,,http://purl.obolibrary.org/obo/PW_0000972,,,,VPetri,2012-05-22T03:55:01Z,,,PW:0000979,,,chemokine (C-X-C motif) ligand 4 signaling pathway,,PW:0000979,
http://purl.obolibrary.org/obo/PW_0002229,argatroban pharmacodynamics pathway,SMP:00276,The pathway of argatroban-target interaction and of the biochemical or physiological responses to drug. The drug is a direct thrombin inhibitor. Genetic variations can cause differences in the response of the organism to the drug.,false,,,http://purl.obolibrary.org/obo/PW_0002227,,The pathway of argatroban-target interaction and of the biochemical or physiological responses to drug. The drug is a direct thrombin inhibitor. Genetic variations can cause differences in the response of the organism to the drug.,,,,pathway,SMP:00276,,http://purl.obolibrary.org/obo/PW_0002227,,,,VPetri,2015-11-12T10:31:14Z,,,PW:0002229,,,argatroban pharmacodynamics pathway,,PW:0002229,
http://purl.obolibrary.org/obo/PW_0000093,M/G1 transition pathway,,The series of events underlying progression out of mitosis and division into two daughter cells. It requires the inactivation of cyclinB-cdc2 by the ubiquitin-dependent proteolysis.,false,,,http://purl.obolibrary.org/obo/PW_0000086,,The series of events underlying progression out of mitosis and division into two daughter cells. It requires the inactivation of cyclinB-cdc2 by the ubiquitin-dependent proteolysis.,,,,pathway,,http://purl.obolibrary.org/obo/PW_0000086,http://purl.obolibrary.org/obo/PW_0000086,,,,,,,,PW:0000093,,,M/G1 transition pathway,,PW:0000093,
http://purl.obolibrary.org/obo/PW_0001478,congenital adrenal hyperplasia pathway,congenital adrenal hyperplasia disease pathway,Congenital adrenal hyperplasia pathway represents a group of inherited disorders of the adrenal glands that results from defects in several enzymes involved in steroid hormone metabolic pathways.,false,,,http://purl.obolibrary.org/obo/PW_0001477,,Congenital adrenal hyperplasia pathway represents a group of inherited disorders of the adrenal glands that results from defects in several enzymes involved in steroid hormone metabolic pathways.,,congenital adrenal hyperplasia disease pathway,,pathway,,,http://purl.obolibrary.org/obo/PW_0001477,,,,VPetri,2013-10-31T10:59:39Z,,,PW:0001478,,,congenital adrenal hyperplasia pathway,,PW:0001478,
http://purl.obolibrary.org/obo/PW_0001060,primary bile acid biosynthetic pathway,KEGG:00120,"Primary bile acids, cholic and  chenodeoxycholic acids, are derived from cholesterol in the liver. Upon conjugation with glycine or taurine they can be secreted into the intestine.",false,,,http://purl.obolibrary.org/obo/PW_0000039,,"Primary bile acids, cholic and  chenodeoxycholic acids, are derived from cholesterol in the liver. Upon conjugation with glycine or taurine they can be secreted into the intestine.",,,,pathway,KEGG:00120,,http://purl.obolibrary.org/obo/PW_0000039,,,,VPetri,2012-07-18T10:47:50Z,,,PW:0001060,,,primary bile acid biosynthetic pathway,,PW:0001060,
http://purl.obolibrary.org/obo/PW_0001533,thromboxane biosynthetic pathway,,Those metabolic reactions involved in the synthesis of thromboxane - eicosanoid prostanoids essential for the homeostasis of the cardiovascular system.,false,,,http://purl.obolibrary.org/obo/PW_0001243|http://purl.obolibrary.org/obo/PW_0000732,,Those metabolic reactions involved in the synthesis of thromboxane - eicosanoid prostanoids essential for the homeostasis of the cardiovascular system.,,,,pathway,,,http://purl.obolibrary.org/obo/PW_0001243|http://purl.obolibrary.org/obo/PW_0000732,,,,VPetri,2014-04-22T17:20:14Z,,,PW:0001533,,,thromboxane biosynthetic pathway,,PW:0001533,
http://purl.obolibrary.org/obo/PW_0000710,chronic myeloid leukemia pathway,KEGG:05220,"Chronic myeloid leukemia, a slowly progressing condition, is a type of leukemia where too many white blood cells are made in the bone marrow.",false,,,http://purl.obolibrary.org/obo/PW_0000707,,"Chronic myeloid leukemia, a slowly progressing condition, is a type of leukemia where too many white blood cells are made in the bone marrow.",,,,pathway,KEGG:05220,,http://purl.obolibrary.org/obo/PW_0000707,,,,vpetri,2009-10-28T04:39:38Z,,,PW:0000710,,,chronic myeloid leukemia pathway,,PW:0000710,
http://purl.obolibrary.org/obo/PW_0000299,myocardial infarction pathway,heart attack pathway|myocardial infarct pathway,"Myocardial infarction, commonly known as heart attack, is a serious, sudden heart condition characterized by varying degrees of chest pain, weakness, sweating, nausea and vomiting, sometimes causing loss of consciousness. It occurs when parts of the heart muscle die because they are not supplied with enough blood.",false,,,http://purl.obolibrary.org/obo/PW_0000020,,"Myocardial infarction, commonly known as heart attack, is a serious, sudden heart condition characterized by varying degrees of chest pain, weakness, sweating, nausea and vomiting, sometimes causing loss of consciousness. It occurs when parts of the heart muscle die because they are not supplied with enough blood.",,heart attack pathway|myocardial infarct pathway,,pathway,,,http://purl.obolibrary.org/obo/PW_0000020,,,,,,,,PW:0000299,,,myocardial infarction pathway,,PW:0000299,
http://purl.obolibrary.org/obo/PW_0001266,histidine biosynthetic pathway,,"Those metabolic reactions involved in the synthesis of histidine, an essential amino acid for humans. The biosynthesis of histidine has been extensively studied in E. coli and S. typhimurium.",false,,,http://purl.obolibrary.org/obo/PW_0000051,,"Those metabolic reactions involved in the synthesis of histidine, an essential amino acid for humans. The biosynthesis of histidine has been extensively studied in E. coli and S. typhimurium.",,,,pathway,,,http://purl.obolibrary.org/obo/PW_0000051,,,,VPetri,2013-05-08T14:06:42Z,,,PW:0001266,,,histidine biosynthetic pathway,,PW:0001266,
http://purl.obolibrary.org/obo/PW_0002053,erythromycin pharmacokinetics pathway,,"The pathway of processing - absorption, distribution, metabolism or elimination of erythromycin - an antibiotic that interferes with bacterial growth. Genetic variations can result in changes in the availability of the drug.",false,,,http://purl.obolibrary.org/obo/PW_0002052,,"The pathway of processing - absorption, distribution, metabolism or elimination of erythromycin - an antibiotic that interferes with bacterial growth. Genetic variations can result in changes in the availability of the drug.",,,,pathway,,,http://purl.obolibrary.org/obo/PW_0002052,,,,VPetri,2015-10-09T13:41:32Z,,,PW:0002053,,,erythromycin pharmacokinetics pathway,,PW:0002053,
http://purl.obolibrary.org/obo/PW_0001703,saccharopinuria pathway,hyperlysinemia type II pathway|alpha-aminoadipic semialdehyde synthase deficiency pathway|saccharopine dehydrogenase deficiency pathway|saccharopinuria disease pathway|hyperlysinemia type II disease pathway|SMP:00528|SMP:00239,"Saccharopinuria, also known as hyperlysinemia type II, is an autosomal recessive condition due to alteration in metabolic pathways of lysine and its derivatives.",false,,,http://purl.obolibrary.org/obo/PW_0001936,,"Saccharopinuria, also known as hyperlysinemia type II, is an autosomal recessive condition due to alteration in metabolic pathways of lysine and its derivatives.",,hyperlysinemia type II pathway|alpha-aminoadipic semialdehyde synthase deficiency pathway|saccharopine dehydrogenase deficiency pathway|saccharopinuria disease pathway,,pathway,hyperlysinemia type II disease pathway|SMP:00528|SMP:00239,,http://purl.obolibrary.org/obo/PW_0001936,,,,VPetri,2015-06-04T14:47:14Z,,,PW:0001703,,,saccharopinuria pathway,,PW:0001703,
http://purl.obolibrary.org/obo/PW_0000354,glycerophospholipid metabolic pathway,SMP:00025|KEGG:00564|phospholipid metabolic pathway,"Those metabolic reactions involved in the synthesis, utilization and/or degradation of glycerophospholipids, also known as phospholipids. They are key components of membranes and some are also involved in signaling.",false,,,http://purl.obolibrary.org/obo/PW_0000010,,"Those metabolic reactions involved in the synthesis, utilization and/or degradation of glycerophospholipids, also known as phospholipids. They are key components of membranes and some are also involved in signaling.",,,,pathway,SMP:00025|KEGG:00564|phospholipid metabolic pathway,,http://purl.obolibrary.org/obo/PW_0000010,,,,,,,,PW:0000354,,,glycerophospholipid metabolic pathway,,PW:0000354,
http://purl.obolibrary.org/obo/PW_0001739,timolol drug pathway,,The pharmacokinetics and pharmacodynamics pathway of timolol - a non-selective adrenergic beta receptor blocker. It binds and inhibits the beta 1 receptor and is used in for the treatment of hypertension and other cardiovascular conditions. Genetic variations can result in changes in drug availability and can cause differences in the response of the organism to the drug.,false,,,http://purl.obolibrary.org/obo/PW_0001738,,The pharmacokinetics and pharmacodynamics pathway of timolol - a non-selective adrenergic beta receptor blocker. It binds and inhibits the beta 1 receptor and is used in for the treatment of hypertension and other cardiovascular conditions. Genetic variations can result in changes in drug availability and can cause differences in the response of the organism to the drug.,,,,pathway,,,http://purl.obolibrary.org/obo/PW_0001738,,,,vpetri,2015-06-12T10:07:11Z,,,PW:0001739,,,timolol drug pathway,,PW:0001739,
http://purl.obolibrary.org/obo/PW_0000875,deoxyribonucleotide metabolic pathway,,Deoxyribonucleotide synthesis occurs via the de novo pathway mediated by ribonucleotide reductase or via the salvage pathway. The de novo pathway is responsible for the bulk of dNTP during the S phase of cell cycle whereas the salvage pathway mostly operates in the quiescent state of the cell. Several cytosolic and mitochondrial enzymes are responsible for the initial steps of the salvage pathway in the two compartments and for the reverse reactions that control the size of the dNTP pool.,false,,,http://purl.obolibrary.org/obo/PW_0000012,,Deoxyribonucleotide synthesis occurs via the de novo pathway mediated by ribonucleotide reductase or via the salvage pathway. The de novo pathway is responsible for the bulk of dNTP during the S phase of cell cycle whereas the salvage pathway mostly operates in the quiescent state of the cell. Several cytosolic and mitochondrial enzymes are responsible for the initial steps of the salvage pathway in the two compartments and for the reverse reactions that control the size of the dNTP pool.,,,,pathway,,,http://purl.obolibrary.org/obo/PW_0000012,,,,VPetri,2011-07-01T10:58:55Z,,,PW:0000875,,,deoxyribonucleotide metabolic pathway,,PW:0000875,
http://purl.obolibrary.org/obo/PW_0000263,altered regulatory pathway,,"Those regulatory pathways that deviate from what their normal course should be. Aberrant regulatory pathways, alone or in combination with other pathways underlie many conditions, disorders and/or diseases.",false,,,http://purl.obolibrary.org/obo/PW_0000004,,"Those regulatory pathways that deviate from what their normal course should be. Aberrant regulatory pathways, alone or in combination with other pathways underlie many conditions, disorders and/or diseases.",,,,pathway,,,http://purl.obolibrary.org/obo/PW_0000004,,,,,,,,PW:0000263,,,altered regulatory pathway,,PW:0000263,
http://purl.obolibrary.org/obo/PW_0000523,linoleic acid metabolic pathway,linoleic acid metabolic process|Linoleic acid (LA) metabolism,"Those enzymatic reactions involved in the synthesis, utilization or degradation of linoleic acid - an unsaturated omega-6 fatty acid. Linoleic acid is an essential fatty acid that humans and other animals cannot synthesize and must obtain from diet.",false,,,http://purl.obolibrary.org/obo/PW_0000058,,"Those enzymatic reactions involved in the synthesis, utilization or degradation of linoleic acid - an unsaturated omega-6 fatty acid. Linoleic acid is an essential fatty acid that humans and other animals cannot synthesize and must obtain from diet.",KEGG:00591|SMP:00018|Reactome:R-HSA-2046105|GO:0043651,,,pathway,linoleic acid metabolic process|Linoleic acid (LA) metabolism,,http://purl.obolibrary.org/obo/PW_0000058,,,,,,,,PW:0000523,,,linoleic acid metabolic pathway,,PW:0000523,
http://purl.obolibrary.org/obo/PW_0001867,piroxicam pharmacodynamics pathway,SMP:00077,The pathway of piroxicam-target interaction and of the biochemical or physiological responses to drug. The drug is a non-selective cyclooxygenase (COX) inhibitor. Genetic variations can cause differences in the response of the organism to the drug.,false,,,http://purl.obolibrary.org/obo/PW_0001865,,The pathway of piroxicam-target interaction and of the biochemical or physiological responses to drug. The drug is a non-selective cyclooxygenase (COX) inhibitor. Genetic variations can cause differences in the response of the organism to the drug.,,,,pathway,SMP:00077,,http://purl.obolibrary.org/obo/PW_0001865,,,,VPetri,2015-09-01T12:09:08Z,,,PW:0001867,,,piroxicam pharmacodynamics pathway,,PW:0001867,
http://purl.obolibrary.org/obo/PW_0001058,measles pathway,morbilli pathway|measles infection pathway|Rubeola pathway|KEGG:05162,The measles virus (MV) of the genus Morbillivirus is the causative agent of the condition that bears its name. The condition causes immunosuppression and several MV proteins are thought to interfere with the normal host immune responses.,false,,,http://purl.obolibrary.org/obo/PW_0001028,,The measles virus (MV) of the genus Morbillivirus is the causative agent of the condition that bears its name. The condition causes immunosuppression and several MV proteins are thought to interfere with the normal host immune responses.,,morbilli pathway|measles infection pathway|Rubeola pathway,,pathway,KEGG:05162,,http://purl.obolibrary.org/obo/PW_0001028,,,,VPetri,2012-07-16T01:37:38Z,,,PW:0001058,,,measles pathway,,PW:0001058,
http://purl.obolibrary.org/obo/PW_0001662,anistreplase drug pathway,,"The pharmacokinetics and pharmacodynamics pathway of anistreplase, an antithrombic drug that converts plasminogen to the active plasmin which degrades fibrin (blood clots). Genetic variations can result in changes in drug availability and can cause differences in the response of the organism to the drug.",false,,,http://purl.obolibrary.org/obo/PW_0002152,,"The pharmacokinetics and pharmacodynamics pathway of anistreplase, an antithrombic drug that converts plasminogen to the active plasmin which degrades fibrin (blood clots). Genetic variations can result in changes in drug availability and can cause differences in the response of the organism to the drug.",,,,pathway,,,http://purl.obolibrary.org/obo/PW_0002152,,,,VPetri,2015-03-09T15:22:18Z,,,PW:0001662,,,anistreplase drug pathway,,PW:0001662,
http://purl.obolibrary.org/obo/PW_0000708,lymphoid leukemia pathway,lymphocytic leukemia pathway,Lymphoid leukemia affects lymphoid tissues and there are increase numbers of circulating lymphoblasts and lymphocytes.,false,,,http://purl.obolibrary.org/obo/PW_0000706,,Lymphoid leukemia affects lymphoid tissues and there are increase numbers of circulating lymphoblasts and lymphocytes.,,,,pathway,lymphocytic leukemia pathway,,http://purl.obolibrary.org/obo/PW_0000706,,,,vpetri,2009-10-28T04:33:38Z,,,PW:0000708,,,lymphoid leukemia pathway,,PW:0000708,
http://purl.obolibrary.org/obo/PW_0002252,torasemide pharmacodynamics pathway,SMP:00118|torsemide pharmacodynamics pathway,The pathway of torasemide-target interaction and of the biochemical or physiological responses to drug. Genetic variations can cause differences in the response of the organism to the drug.,false,,,http://purl.obolibrary.org/obo/PW_0002250,,The pathway of torasemide-target interaction and of the biochemical or physiological responses to drug. Genetic variations can cause differences in the response of the organism to the drug.,,,,pathway,SMP:00118|torsemide pharmacodynamics pathway,,http://purl.obolibrary.org/obo/PW_0002250,,,,VPetri,2015-11-20T09:52:31Z,,,PW:0002252,,,torasemide pharmacodynamics pathway,,PW:0002252,
http://purl.obolibrary.org/obo/PW_0001922,nabumetone drug pathway,,"The pharmacokinetics and pharmacodynamics pathway of nabumetone, a non-steroidal anti-inflammatory drug that inhibits cyclooxygenase enzymes, preferentially COX-2 type. The drug is used in the treatment of inflammation and pain. Genetic variations can result in changes in drug availability and can cause differences in the response of the organism to the drug.",false,,,http://purl.obolibrary.org/obo/PW_0001170,,"The pharmacokinetics and pharmacodynamics pathway of nabumetone, a non-steroidal anti-inflammatory drug that inhibits cyclooxygenase enzymes, preferentially COX-2 type. The drug is used in the treatment of inflammation and pain. Genetic variations can result in changes in drug availability and can cause differences in the response of the organism to the drug.",,,,pathway,,,http://purl.obolibrary.org/obo/PW_0001170,,,,VPetri,2015-09-17T13:44:05Z,,,PW:0001922,,,nabumetone drug pathway,,PW:0001922,
http://purl.obolibrary.org/obo/PW_0002421,altered phosphoinositide metabolic pathway,,Phosphoinositides are involved in a wide range of biological processes and alterations in their metabolism have been associated with a spectrum of human conditions.,false,,,http://purl.obolibrary.org/obo/PW_0002420|http://purl.obolibrary.org/obo/PW_0002418,,Phosphoinositides are involved in a wide range of biological processes and alterations in their metabolism have been associated with a spectrum of human conditions.,,,,pathway,,,http://purl.obolibrary.org/obo/PW_0002420|http://purl.obolibrary.org/obo/PW_0002418,,,,VPetri,2016-01-13T15:25:28Z,,,PW:0002421,,,altered phosphoinositide metabolic pathway,,PW:0002421,
http://purl.obolibrary.org/obo/PW_0002161,betaxolol pharmacokinetics pathway,,"The pathway of processing - absorption, distribution, metabolism or elimination - of betaxolol. Genetic variations can result in changes in the availability of the drug.",false,,,http://purl.obolibrary.org/obo/PW_0002160,,"The pathway of processing - absorption, distribution, metabolism or elimination - of betaxolol. Genetic variations can result in changes in the availability of the drug.",,,,pathway,,,http://purl.obolibrary.org/obo/PW_0002160,,,,VPetri,2015-11-02T15:58:47Z,,,PW:0002161,,,betaxolol pharmacokinetics pathway,,PW:0002161,
http://purl.obolibrary.org/obo/PW_0000631,head and neck cancer pathway,head and neck neoplasm pathway,"A general term grouping neoplastic pathways of the upper aerodigestive system. Deregulated pathways, such as TGF-B, PI3K-Akt or epidermal growth factor (EGF) signaling, have been implicated in the of head and neck cancer.",false,,,http://purl.obolibrary.org/obo/PW_0000605,,"A general term grouping neoplastic pathways of the upper aerodigestive system. Deregulated pathways, such as TGF-B, PI3K-Akt or epidermal growth factor (EGF) signaling, have been implicated in the of head and neck cancer.",,,,pathway,head and neck neoplasm pathway,,http://purl.obolibrary.org/obo/PW_0000605,,,,,,,,PW:0000631,,,head and neck cancer pathway,,PW:0000631,
http://purl.obolibrary.org/obo/PW_0001579,3'-end pre-mRNA processing pathway,,"The 3'-end processing of pre-mRNA is intimately coupled to pol II transcription termination, splicing, mRNA transport and translation.",false,,,http://purl.obolibrary.org/obo/PW_0001569,,"The 3'-end processing of pre-mRNA is intimately coupled to pol II transcription termination, splicing, mRNA transport and translation.",,,,pathway,,,http://purl.obolibrary.org/obo/PW_0001569,,,,VPetri,2014-12-01T16:01:00Z,,,PW:0001579,,,3'-end pre-mRNA processing pathway,,PW:0001579,
